Run,Plot,Infection,G/S,Check,Time,Individual,X,Y,Z,location,horizontal
Apr-16,2,no,G,1,0,5,98,88,0,ground,10.51189802
Apr-16,2,no,G,1,0,6,88,88,1,stem,0.7071067812
Apr-16,2,no,G,1,0,7,88,88,1,stem,0.7071067812
Apr-16,2,no,G,1,0,8,88,89,4,stem,1.58113883
Apr-16,2,no,G,1,0,9,88,91,11,stem,3.535533906
Apr-16,2,no,G,1,0,10,86,94,15,under,6.670832032
Apr-16,2,no,G,1,0,11,88,91,17,stem,3.535533906
Apr-16,2,no,G,1,0,12,90,94,24,stem,6.964194139
Apr-16,2,no,G,1,0,13,80,96,30,under,11.33578405
Apr-16,2,no,G,1,0,14,80,94,31,edge,9.924716621
Apr-16,2,no,G,1,0,15,88,97,38,stem,9.513148795
Apr-16,2,no,G,1,0,16,90,96,40,top,8.860022573
Apr-16,2,no,G,1,0,17,95,90,18,under,7.90569415
Apr-16,2,no,G,2,1,1,78,86,0,ground,9.617692031
Apr-16,2,no,G,2,1,2,89,87,0,ground,1.58113883
Apr-16,2,no,G,2,1,3,88,89,0,stem,1.58113883
Apr-16,2,no,G,2,1,4,90,91,0,ground,4.301162634
Apr-16,2,no,G,2,1,5,92,98,0,ground,11.42365966
Apr-16,2,no,G,2,1,6,89,89,3,stem,2.121320344
Apr-16,2,no,G,2,1,7,94,82,14,top,8.514693183
Apr-16,2,no,G,2,1,8,91,85,17,top,4.301162634
Apr-16,2,no,G,2,1,9,85,82,18,top,6.041522987
Apr-16,2,no,G,2,1,10,92,90,15,stem,5.14781507
Apr-16,2,no,G,2,1,11,99,80,31,under,13.72953022
Apr-16,2,no,G,2,1,12,91,87,31,top,3.535533906
Apr-16,2,no,G,2,1,13,96,88,28,stake,8.514693183
Apr-16,2,no,G,2,1,14,100,90,38,top,12.74754878
Apr-16,2,no,G,2,1,15,98,91,38,top,11.06797181
Apr-16,2,no,G,2,1,16,92,89,21,top,4.74341649
Apr-16,2,no,G,2,1,17,49,124,4,vertical mulch,53.05186142
Apr-16,2,no,G,3,2,1,77,86,0,ground,10.60660172
Apr-16,2,no,G,3,2,2,89,87,0,ground,1.58113883
Apr-16,2,no,G,3,2,3,87,91,4,stem,3.535533906
Apr-16,2,no,G,3,2,4,88,94,0,ground,6.519202405
Apr-16,2,no,G,3,2,5,90,101,0,ground,13.72953022
Apr-16,2,no,G,3,2,6,91,89,15,stem,3.807886553
Apr-16,2,no,G,3,2,7,94,100,20,top,14.0890028
Apr-16,2,no,G,3,2,8,89,97,18,under,9.617692031
Apr-16,2,no,G,3,2,9,85,91,17,under,4.301162634
Apr-16,2,no,G,3,2,10,90,90,18,top,3.535533906
Apr-16,2,no,G,3,2,11,82,89,19,stem,5.700877125
Apr-16,2,no,G,3,2,12,95,92,28,stake,8.746427842
Apr-16,2,no,G,3,2,13,96,92,29,stake,9.617692031
Apr-16,2,no,G,3,2,14,87,89,31,top,1.58113883
Apr-16,2,no,G,3,2,15,92,86,31,top,4.74341649
Apr-16,2,no,G,3,2,16,97,91,42,top,10.12422837
Apr-16,2,no,G,3,2,17,101,88,42,top,13.50925609
Apr-16,2,no,G,4,4,1,72,94,0,ground,16.80773631
Apr-16,2,no,G,4,4,2,84,94,0,ground,7.38241153
Apr-16,2,no,G,4,4,3,89,89,0,ground,2.121320344
Apr-16,2,no,G,4,4,4,88,93,0,ground,5.522680509
Apr-16,2,no,G,4,4,5,86,103,0,ground,15.5724115
Apr-16,2,no,G,4,4,6,93,94,26,stem,8.514693183
Apr-16,2,no,G,4,4,7,90,96,19,top,8.860022573
Apr-16,2,no,G,4,4,8,98,94,38,stake,12.34908904
Apr-16,2,no,G,4,4,9,100,94,42,top,14.0890028
Apr-16,2,no,G,4,4,10,90,91,34,top,4.301162634
Apr-16,2,no,G,4,4,11,107,87,33,stake,19.5064092
Apr-16,2,no,G,4,4,12,101,91,39,top,13.94632568
Apr-16,2,no,G,4,4,13,85,85,16,top,3.535533906
Apr-16,2,no,G,4,4,14,88,89,18,under,1.58113883
Apr-16,2,no,G,5,8,1,73,87,1,top,14.50861813
Apr-16,2,no,G,5,8,2,99,92,0,ground,12.34908904
Apr-16,2,no,G,5,8,3,90,88,8,stick,2.549509757
Apr-16,2,no,G,5,8,4,93,85,14,under,6.041522987
Apr-16,2,no,G,5,8,5,100,85,27,top,12.74754878
Apr-16,2,no,G,5,8,6,91,84,32,top,4.949747468
Apr-16,2,no,G,5,8,7,95,87,42,top,7.516648189
Apr-16,2,no,G,5,8,8,103,86,19,top,15.5724115
Apr-16,2,no,G,5,8,9,78,80,8,stick,12.10371844
Apr-16,2,no,G,5,8,10,126,49,2,under,54.44722215
Apr-16,2,no,G,5,8,11,125,102,4,under,40.20572099
Apr-16,2,no,G,5,8,12,120,48,16,top/side,51.15173506
Apr-16,2,no,G,6,16,1,121,49,21,top,51.03430219
Apr-16,2,no,G,6,16,2,91,90,8,stem,4.301162634
Apr-16,2,no,G,6,16,3,90,89,17,stick,2.915475947
Apr-16,2,no,G,6,16,4,72,83,1,under,16.14001239
Apr-16,2,no,G,6,16,5,125,47,7,stem,55.19510848
Apr-16,2,no,G,6,16,6,70,108,20,top,26.95366394
Apr-16,2,no,G,6,16,7,152,44,12,tacp,77.79781488
Apr-16,2,no,G,6,16,8,85,102,19,stick,14.71393897
Apr-16,2,no,G,6,16,9,88,86,32,top,1.58113883
Apr-16,2,no,G,6,16,10,85,87,42,top,2.549509757
Apr-16,2,no,G,6,16,11,80,105,42,under,19.03943276
Apr-16,2,no,G,6,16,12,79,81,10,stem,10.70046728
Apr-16,2,no,G,7,24,1,158,81,49,top,70.79901129
Apr-16,2,no,G,7,24,2,87,106,46,top,18.50675552
Apr-16,2,no,G,7,24,3,133,41,23,bottom,65.05766673
Apr-16,2,no,G,7,24,4,90,15,25,top,72.54309064
Apr-16,2,no,G,7,24,5,86,22,18,top,65.51717332
Apr-16,2,no,G,7,24,6,105,80,30,top,19.03943276
Apr-16,2,no,G,7,24,7,133,50,2,stick,58.96185207
Apr-16,2,no,G,7,24,8,35,51,31,stick,63.9413794
Apr-16,2,no,G,7,24,9,33,48,31,top,67.308989
Apr-16,2,no,G,7,24,10,153,44,15,burger,78.6288751
Apr-16,2,no,G,7,24,11,53,18,1,dirt,77.59188102
Apr-16,2,no,G,7,24,12,92,85,38,top,5.14781507
Apr-16,2,no,G,7,24,13,91,86,15,stick,3.807886553
Apr-16,2,no,G,7,24,14,84,48,16,top,39.65476012
Apr-16,2,no,G,8,48,1,131,51,9,stick,56.78468103
Apr-16,2,no,G,8,48,2,146,87,46,taco,58.50213671
Apr-16,2,no,G,8,48,3,158,87,14,taco,70.50177303
Apr-16,2,no,G,8,48,4,47,28,33,under,71.97569034
Apr-16,2,no,G,8,48,5,111,77,49,taco,25.73907535
Apr-16,2,no,G,8,48,6,138,26,52,top,79.57700673
Apr-16,2,no,G,8,48,7,32,58,35,top,62.85300311
Apr-16,2,no,G,8,48,8,91,65,14,top,22.77059507
Apr-16,2,no,G,8,48,9,103,115,11,stem,31.56738824
Apr-16,2,no,G,8,48,10,17,54,12,bottom,78.05446816
Apr-16,2,no,G,8,48,11,89,117,39,under,29.53811098
Apr-16,2,no,G,8,48,12,85,35,40,bottom,52.5594901
Apr-16,2,no,G,8,48,13,101,34,40,top,55.17698796
Apr-16,2,no,G,8,48,14,86,37,43,bottom,50.52227232
Apr-16,2,no,G,8,48,15,93,71,41,bottom,17.39252713
Apr-16,3,yes,S,1,0,1,74,88,0,ground,13.50925609
Apr-16,3,yes,S,1,0,2,76,89,0,ground,11.5974135
Apr-16,3,yes,S,1,0,3,81,84,0,ground,7.38241153
Apr-16,3,yes,S,1,0,4,84,90,1,vertical mulch,4.301162634
Apr-16,3,yes,S,1,0,5,85,89,1,vertical mulch,2.915475947
Apr-16,3,yes,S,1,0,6,92,95,0,ground,8.746427842
Apr-16,3,yes,S,1,0,7,87,91,4,stem,3.535533906
Apr-16,3,yes,S,1,0,8,87,91,7,stem,3.535533906
Apr-16,3,yes,S,1,0,9,88,92,10,stem,4.527692569
Apr-16,3,yes,S,1,0,10,90,87,17,stem,2.549509757
Apr-16,3,yes,S,1,0,11,89,94,22,stem,6.670832032
Apr-16,3,yes,S,1,0,12,87,86,23,top,1.58113883
Apr-16,3,yes,S,1,0,13,86,95,28,under,7.64852927
Apr-16,3,yes,S,1,0,14,93,95,33,stake,9.300537619
Apr-16,3,yes,S,1,0,15,92,93,33,stake,7.106335202
Apr-16,3,yes,S,1,0,16,105,104,40,top,24.05202694
Apr-16,3,yes,S,2,1,1,90,77,0,ground,10.79351657
Apr-16,3,yes,S,2,1,2,85,85,0,ground,3.535533906
Apr-16,3,yes,S,2,1,3,89,86,0,ground,2.121320344
Apr-16,3,yes,S,2,1,4,88,88,0,ground,0.7071067812
Apr-16,3,yes,S,2,1,5,93,92,0,ground,7.106335202
Apr-16,3,yes,S,2,1,6,87,96,0,ground,8.514693183
Apr-16,3,yes,S,2,1,7,91,88,11,stem/nubbin,3.535533906
Apr-16,3,yes,S,2,1,8,91,89,12,stem,3.807886553
Apr-16,3,yes,S,2,1,9,91,89,13,stake,3.807886553
Apr-16,3,yes,S,2,1,10,89,91,16,top,3.807886553
Apr-16,3,yes,S,2,1,11,87,89,19,top,1.58113883
Apr-16,3,yes,S,2,1,12,91,94,24,stem/nubbin,7.38241153
Apr-16,3,yes,S,2,1,13,88,88,27,top,0.7071067812
Apr-16,3,yes,S,2,1,14,85,91,29,top,4.301162634
Apr-16,3,yes,S,2,1,15,91,95,31,stake,8.276472679
Apr-16,3,yes,S,2,1,16,109,102,43,top,25.93260496
Apr-16,3,yes,S,2,1,17,116,74,1,under/folded into burrito,31.53569406
Apr-16,3,yes,S,2,1,18,97,140,0,ground,53.35260069
Apr-16,3,yes,S,3,2,1,90,80,0,ground,7.90569415
Apr-16,3,yes,S,3,2,2,85,89,0,ground,2.915475947
Apr-16,3,yes,S,3,2,3,90,90,7,stem,3.535533906
Apr-16,3,yes,S,3,2,4,90,92,0,ground,5.14781507
Apr-16,3,yes,S,3,2,5,93,96,0,ground,10.12422837
Apr-16,3,yes,S,3,2,6,101,104,50,under,21.31900561
Apr-16,3,yes,S,3,2,7,91,96,11,stake,9.192388155
Apr-16,3,yes,S,3,2,8,90,95,11,stem,7.90569415
Apr-16,3,yes,S,3,2,9,84,93,19,top,6.519202405
Apr-16,3,yes,S,3,2,10,84,87,25,top,3.535533906
Apr-16,3,yes,S,3,2,11,91,92,24,stem,5.700877125
Apr-16,3,yes,S,3,2,12,91,93,25,stem,6.519202405
Apr-16,3,yes,S,3,2,13,92,94,30,stem,7.90569415
Apr-16,3,yes,S,3,2,14,96,140,0,ground,53.1836441
Apr-16,3,yes,S,3,2,15,117,76,1,ground/under/burrito,31.6622804
Apr-16,3,yes,S,3,2,16,75,122,7,under,36.69468626
Apr-16,3,yes,S,4,4,1,90,81,0,ground,6.964194139
Apr-16,3,yes,S,4,4,2,89,85,0,ground,2.915475947
Apr-16,3,yes,S,4,4,3,92,92,0,ground,6.363961031
Apr-16,3,yes,S,4,4,4,91,94,7,stake,7.38241153
Apr-16,3,yes,S,4,4,5,90,94,11,stem,6.964194139
Apr-16,3,yes,S,4,4,6,89,97,15,top,9.617692031
Apr-16,3,yes,S,4,4,7,84,92,18,top,5.700877125
Apr-16,3,yes,S,4,4,8,92,101,29,stake,14.23024947
Apr-16,3,yes,S,4,4,9,86,94,30,top,6.670832032
Apr-16,3,yes,S,4,4,10,117,75,1,ground/under/burrito,32.03903869
Apr-16,3,yes,S,4,4,11,96,137,1,mulch,50.22449602
Apr-16,3,yes,S,4,4,12,119,85,0,under/ground,31.59905062
Apr-16,3,yes,S,4,4,13,82,117,17,under,30.00833218
Apr-16,3,yes,S,4,4,14,118,108,48,top,36.74914965
Apr-16,3,yes,S,4,4,15,81,118,7,under,31.18493226
Apr-16,3,yes,S,5,8,1,90,77,0,,10.79351657
Apr-16,3,yes,S,5,8,2,89,87,1,,1.58113883
Apr-16,3,yes,S,5,8,3,91,89,9,stake,3.807886553
Apr-16,3,yes,S,5,8,4,117,77,0,ground/under/burrito,31.31293662
Apr-16,3,yes,S,5,8,5,85,85,16,under,3.535533906
Apr-16,3,yes,S,5,8,6,98,78,27,stem,14.15980226
Apr-16,3,yes,S,5,8,7,86,93,20,top,5.700877125
Apr-16,3,yes,S,5,8,8,90,95,22,stem,7.90569415
Apr-16,3,yes,S,5,8,9,91,94,27,stem,7.38241153
Apr-16,3,yes,S,5,8,10,86,89,29,under,2.121320344
Apr-16,3,yes,S,5,8,11,96,97,40,stem,12.74754878
Apr-16,3,yes,S,5,8,12,110,118,26,stake,37.90118732
Apr-16,3,yes,S,5,8,13,109,104,46,top,27.10166047
Apr-16,3,yes,S,5,8,14,92,117,18,stem,29.84124662
Apr-16,3,yes,S,5,8,15,119,78,0,ground/under,32.90136775
Apr-16,3,yes,S,5,8,16,78,116,8,under,30.04163777
Apr-16,3,yes,S,6,16,1,106,114,47,top,32.31872522
Apr-16,3,yes,S,6,16,2,103,112,33,stick,28.99137803
Apr-16,3,yes,S,6,16,3,117,76,1,top,31.6622804
Apr-16,3,yes,S,6,16,4,118,101,52,bottom,33.35416016
Apr-16,3,yes,S,6,16,5,77,116,1,bottom,30.3726851
Apr-16,3,yes,S,6,16,6,125,148,6,under,71.17935094
Apr-16,3,yes,S,6,16,7,110,89,15,top,22.54994457
Apr-16,3,yes,S,6,16,8,98,87,8,stick,10.51189802
Apr-16,3,yes,S,6,16,9,98,89,9,under,10.60660172
Apr-16,3,yes,S,6,16,10,107,70,26,stem,26.20114501
Apr-16,3,yes,S,6,16,11,151,91,34,stem,63.59638354
Apr-16,3,yes,S,6,16,12,104,150,26,stick,64.64131806
Apr-16,3,yes,S,7,24,1,161,32,67,taco,92.1004886
Apr-16,3,yes,S,7,24,2,104,67,44,stick,26.31539473
Apr-16,3,yes,S,7,24,3,91,101,50,bottom,13.94632568
Apr-16,3,yes,S,7,24,4,144,89,25,stick,56.519908
Apr-16,3,yes,S,7,24,5,106,25,1,bottom,65.18051856
Apr-16,3,yes,S,7,24,6,112,66,29,taco,32.59601203
Apr-16,3,yes,S,7,24,7,103,67,335,bottom,25.70019455
Apr-16,3,yes,S,7,24,8,104,70,44,stem,24.05202694
Apr-16,3,yes,S,7,24,9,109,128,26,bottom,45.85302607
Apr-16,3,yes,S,7,24,10,119,147,14,stem,67.32384422
Apr-16,3,yes,S,7,24,11,65,18,2,top,73.0513518
Apr-16,3,yes,S,7,24,12,61,45,27,top,50.08492787
Apr-16,3,yes,S,7,24,13,48,147,19,top,71.4177849
Apr-16,3,yes,S,7,24,14,111,123,24,bottom,42.57346591
Apr-16,3,yes,S,7,24,15,86,81,24,top,6.670832032
Apr-16,3,yes,S,8,48,1,164,27,14,bottom,97.53204602
Apr-16,3,yes,S,8,48,2,153,84,54,bottom,65.59344479
Apr-16,3,yes,S,8,48,3,46,93,32,bottom,41.86287138
Apr-16,3,yes,S,8,48,4,108,128,26,bottom,45.3927307
Apr-16,3,yes,S,8,48,5,108,154,24,top,69.58807369
Apr-16,3,yes,S,8,48,6,97,98,36,stem,14.15980226
Apr-16,3,yes,S,8,48,7,94,85,35,bottom,6.964194139
Apr-16,3,yes,S,8,48,8,112,119,24,bottom,39.90613988
Apr-16,3,yes,S,8,48,9,40,52,31,bottom,59.30008432
Apr-16,3,yes,S,8,48,10,107,87,14,bottom,19.5064092
Apr-16,3,yes,S,8,48,11,103,80,22,bottom,17.21917536
Apr-16,3,yes,S,8,48,12,88,63,53,stem,24.50510151
Apr-16,3,yes,S,8,48,13,52,23,37,stick,73.62404499
Apr-16,3,yes,S,8,48,14,68,64,41,top,30.53686297
Apr-16,3,yes,S,8,48,15,116,75,91,top,31.12073264
Apr-16,4,yes,G,1,0,1,76,86,0,ground,11.5974135
Apr-16,4,yes,G,1,0,2,77,83,0,ground,11.42365966
Apr-16,4,yes,G,1,0,3,69,94,0,ground,19.60867155
Apr-16,4,yes,G,1,0,4,86,79,0,ground,8.631338251
Apr-16,4,yes,G,1,0,5,89,91,0,ground,3.807886553
Apr-16,4,yes,G,1,0,6,96,91,0,ground,9.192388155
Apr-16,4,yes,G,1,0,7,91,79,2,ground,9.192388155
Apr-16,4,yes,G,1,0,8,90,80,8,stem,7.90569415
Apr-16,4,yes,G,1,0,9,90,79,10,stem,8.860022573
Apr-16,4,yes,G,1,0,10,88,87,9,edge,0.7071067812
Apr-16,4,yes,G,1,0,11,88,83,14,top,4.527692569
Apr-16,4,yes,G,1,0,12,87,81,10,under,6.519202405
Apr-16,4,yes,G,1,0,13,101,102,23,top,19.81161276
Apr-16,4,yes,G,1,0,14,93,67,28,under,21.22498528
Apr-16,4,yes,G,1,0,15,88,70,28,taco,17.5071414
Apr-16,4,yes,G,1,0,16,84,72,29,stake,15.89024858
Apr-16,4,yes,G,2,1,1,70,94,0,ground,18.6681547
Apr-16,4,yes,G,2,1,2,79,87,0,ground,8.514693183
Apr-16,4,yes,G,2,1,3,91,80,2,stem,8.276472679
Apr-16,4,yes,G,2,1,4,89,98,6,top,10.60660172
Apr-16,4,yes,G,2,1,5,90,97,6,stem,9.823441352
Apr-16,4,yes,G,2,1,6,87,100,10,top,12.509996
Apr-16,4,yes,G,2,1,7,84,91,0,ground,4.949747468
Apr-16,4,yes,G,2,1,8,86,101,12,top,13.58307771
Apr-16,4,yes,G,2,1,9,99,73,19,top,18.50675552
Apr-16,4,yes,G,2,1,10,76,84,19,top,12.02081528
Apr-16,4,yes,G,2,1,11,93,72,25,top,16.4468842
Apr-16,4,yes,G,2,1,12,91,63,25,top,24.74873734
Apr-16,4,yes,G,2,1,13,80,103,38,stake,17.21917536
Apr-16,4,yes,G,2,1,14,85,72,29,taco,15.70031847
Apr-16,4,yes,G,3,2,1,70,103,0,ground,23.37733946
Apr-16,4,yes,G,3,2,2,79,93,0,ground,10.12422837
Apr-16,4,yes,G,3,2,3,100,93,0,ground,13.65650028
Apr-16,4,yes,G,3,2,4,98,75,24,top,16.32482772
Apr-16,4,yes,G,3,2,5,83,71,41,stake,17.10263138
Apr-16,4,yes,G,3,2,6,91,81,2,stake,7.38241153
Apr-16,4,yes,G,3,2,7,89,79,4,top,8.631338251
Apr-16,4,yes,G,3,2,8,87,78,10,top,9.513148795
Apr-16,4,yes,G,3,2,9,83,72,28,taco,16.14001239
Apr-16,4,yes,G,3,2,10,88,70,27,top,17.5071414
Apr-16,4,yes,G,3,2,11,90,67,25,top,20.65187643
Apr-16,4,yes,G,3,2,12,80,120,14,stem,33.35416016
Apr-16,4,yes,G,4,4,1,78,93,0,ground,10.9772492
Apr-16,4,yes,G,4,4,2,86,83,0,ground,4.74341649
Apr-16,4,yes,G,4,4,3,92,86,3,stake,4.74341649
Apr-16,4,yes,G,4,4,4,112,93,0,ground,25.10975906
Apr-16,4,yes,G,4,4,5,69,98,0,ground,21.27204739
Apr-16,4,yes,G,4,4,6,87,77,7,top,10.51189802
Apr-16,4,yes,G,4,4,7,81,72,16,top,16.80773631
Apr-16,4,yes,G,4,4,8,86,77,19,stake,10.60660172
Apr-16,4,yes,G,4,4,9,92,65,30,top,22.94558781
Apr-16,4,yes,G,4,4,10,90,71,31,top,16.68831927
Apr-16,4,yes,G,4,4,11,81,74,35,stake,14.98332406
Apr-16,4,yes,G,4,4,12,79,90,19,top,8.860022573
Apr-16,4,yes,G,4,4,13,81,118,14,stem,31.18493226
Apr-16,4,yes,G,4,4,14,103,92,16,stake,16.14001239
Apr-16,4,yes,G,5,8,1,102,86,0,ground,14.57737974
Apr-16,4,yes,G,5,8,2,90,77,4,top,10.79351657
Apr-16,4,yes,G,5,8,3,90,79,3,top,8.860022573
Apr-16,4,yes,G,5,8,4,77,75,10,top,16.32482772
Apr-16,4,yes,G,5,8,5,86,77,15,stake,10.60660172
Apr-16,4,yes,G,5,8,6,86,78,18,stem,9.617692031
Apr-16,4,yes,G,5,8,7,82,74,40,stake,14.57737974
Apr-16,4,yes,G,5,8,8,79,116,16,stem,29.74054472
Apr-16,4,yes,G,5,8,9,34,114,0,ground,59.70343374
Apr-16,4,yes,G,5,8,10,90,69,22,top,18.6681547
Apr-16,4,yes,G,5,8,11,103,88,12,stem,15.50806242
Apr-16,4,yes,G,5,8,12,52,89,6,stem,35.53167601
Apr-16,4,yes,G,5,8,13,88,65,0,ground,22.50555487
Apr-16,4,yes,G,5,8,14,91,120,13,stem,32.68791826
Apr-16,4,yes,G,6,16,1,79,71,7,top,18.56071119
Apr-16,4,yes,G,6,16,2,36,118,0,ground,59.85398901
Apr-16,4,yes,G,6,16,3,18,20,16,top,96.8839512
Apr-16,4,yes,G,6,16,4,89,80,5,unhder,7.64852927
Apr-16,4,yes,G,6,16,5,89,79,19,stem,8.631338251
Apr-16,4,yes,G,6,16,6,90,119,11,stem,31.59905062
Apr-16,4,yes,G,6,16,7,77,118,18,stem,32.25678223
Apr-16,4,yes,G,6,16,8,80,75,39,stake,14.57737974
Apr-16,4,yes,G,6,16,9,76,87,12,top,11.51086443
Apr-16,4,yes,G,6,16,10,102,88,11,stem,14.50861813
Apr-16,4,yes,G,7,24,1,87,138,45,taco,50.50247519
Apr-16,4,yes,G,7,24,2,19,16,19,top,99.01767519
Apr-16,4,yes,G,7,24,3,42,101,35,stem,47.4605099
Apr-16,4,yes,G,7,24,4,118,54,29,top,45.30452516
Apr-16,4,yes,G,7,24,5,97,20,45,top,68.16524041
Apr-16,4,yes,G,7,24,6,82,119,25,top,31.97655391
Apr-16,4,yes,G,7,24,7,83,71,29,hamburger,17.10263138
Apr-16,4,yes,G,7,24,8,83,77,10,top,11.42365966
Apr-16,4,yes,G,7,24,9,90,81,9,stem,6.964194139
Apr-16,4,yes,G,8,48,1,131,22,17,top,78.6288751
Apr-16,4,yes,G,8,48,2,119,53,28,top,46.71723451
Apr-16,4,yes,G,8,48,3,22,21,21,bottom,93.34077351
Apr-16,4,yes,G,8,48,4,54,33,37,top,63.97265041
Apr-16,4,yes,G,8,48,5,58,65,19,top,37.10121292
Apr-16,4,yes,G,8,48,6,114,142,38,top,60.6011551
Apr-16,4,yes,G,8,48,7,48,28,27,bottom,71.4177849
Apr-16,4,yes,G,8,48,8,87,82,5,bottom,5.522680509
Apr-16,4,yes,G,8,48,9,40,133,30,top,65.77613549
Apr-16,4,yes,G,8,48,10,31,98,29,hamburger,57.46738205
Jun-15,1,no,G,1,14,1,98,96,0,,10
Jun-15,1,no,G,1,14,2,97,95,0,,8.602325267
Jun-15,1,no,G,1,14,3,83,75,0,,16.55294536
Jun-15,1,no,G,1,14,4,90,100,0,,10
Jun-15,1,no,G,1,14,5,90,91,3,,1
Jun-15,1,no,G,1,14,6,91,91,29,,1.414213562
Jun-15,1,no,G,1,14,7,89,93,19,,3.16227766
Jun-15,1,no,G,1,14,8,90,89,26,,1
Jun-15,1,no,G,1,14,9,92,90,20,,2
Jun-15,1,no,G,1,14,10,86,88,19,,4.472135955
Jun-15,1,no,G,1,14,11,95,93,15,,5.830951895
Jun-15,1,no,G,1,14,12,95,80,14,,11.18033989
Jun-15,1,no,G,1,14,13,84,88,21,,6.32455532
Jun-15,1,no,G,1,14,14,90,102,10,,12
Jun-15,1,no,G,1,14,15,86,94,19,,5.656854249
Jun-15,1,no,G,1,14,16,84,84,21,,8.485281374
Jun-15,1,no,G,1,14,17,89,83,15,,7.071067812
Jun-15,1,no,G,2,15,1,82,93,22,,8.544003745
Jun-15,1,no,G,2,15,2,82,94,22,,8.94427191
Jun-15,1,no,G,2,15,3,73,94,42,,17.4642492
Jun-15,1,no,G,2,15,4,98,76,44,,16.1245155
Jun-15,1,no,G,2,15,5,82,101,32,,13.60147051
Jun-15,1,no,G,2,15,6,82,102,31,,14.4222051
Jun-15,1,no,G,2,15,7,135,48,39,,61.55485359
Jun-15,1,no,G,2,15,8,100,70,21,,22.36067977
Jun-15,1,no,G,2,15,9,74,89,22,,16.03121954
Jun-15,1,no,G,2,15,10,74,91,24,,16.03121954
Jun-15,1,no,G,2,15,11,83,103,34,,14.76482306
Jun-15,1,no,G,2,15,12,77,98,0,,15.26433752
Jun-15,1,no,G,2,15,13,91,107,19,,17.02938637
Jun-15,1,no,G,2,15,14,41,108,17,,52.20153254
Jun-15,1,no,G,2,15,15,84,78,23,,13.41640786
Jun-15,1,no,G,3,16,1,77,77,33,,18.38477631
Jun-15,1,no,G,3,16,2,90,75,35,,15
Jun-15,1,no,G,3,16,3,85,94,8,,6.403124237
Jun-15,1,no,G,3,16,4,90,71,15,,19
Jun-15,1,no,G,3,16,5,85,107,4,,17.72004515
Jun-15,1,no,G,3,16,6,82,127,12,,37.85498646
Jun-15,1,no,G,3,16,7,121,91,46,,31.01612484
Jun-15,1,no,G,3,16,8,110,108,27,,26.90724809
Jun-15,1,no,G,3,16,9,123,134,22,,55
Jun-15,1,no,G,3,16,10,89,90,19,,1
Jun-15,1,no,G,3,16,11,89,111,30,,21.02379604
Jun-15,1,no,G,3,16,12,101,107,0,,20.24845673
Jun-15,1,no,G,3,16,13,50,100,13,,41.23105626
Jun-15,1,no,G,3,16,14,53,107,17,,40.71854614
Jun-15,1,no,G,3,16,15,152,24,16,,90.55385138
Jun-15,1,no,G,3,16,16,46,41,36,,65.8559033
Jun-15,1,no,G,3,16,17,116,91,48,,26.01922366
Jun-15,1,no,G,3,16,18,79,78,21,,16.2788206
Jun-15,1,no,G,4,18,1,154,14,11,,99.35793879
Jun-15,1,no,G,4,18,2,57,33,25,,65.8634952
Jun-15,1,no,G,4,18,3,82,117,30,,28.16025568
Jun-15,1,no,G,4,18,4,128,127,11,,53.03772242
Jun-15,1,no,G,4,18,5,144,21,8,,87.6184912
Jun-15,1,no,G,4,18,6,86,116,24,,26.30589288
Jun-15,1,no,G,4,18,7,88,62,42,,28.0713377
Jun-15,1,no,G,4,18,8,97,106,20,,17.4642492
Jun-15,1,no,G,4,18,9,96,106,20,,17.08800749
Jun-15,1,no,G,4,18,10,98,108,18,,19.6977156
Jun-15,1,no,G,4,18,11,76,61,29,,32.20248438
Jun-15,1,no,G,4,18,12,95,73,15,,17.72004515
Jun-15,1,no,G,4,18,13,106,114,39,,28.8444102
Jun-15,1,no,G,4,18,14,90,54,20,,36
Jun-15,1,no,G,4,18,15,81,91,24,,9.055385138
Jun-15,1,no,G,4,18,16,82,100,18,,12.80624847
Jun-15,1,no,G,5,24,1,60,103,38,,32.69556545
Jun-15,1,no,G,5,24,2,88,55,20,,35.05709629
Jun-15,1,no,G,5,24,3,94,118,26,,28.28427125
Jun-15,1,no,G,5,24,4,94,118,30,,28.28427125
Jun-15,1,no,G,5,24,5,104,109,38,,23.60084744
Jun-15,1,no,G,5,24,6,72,94,15,,18.43908891
Jun-15,1,no,G,5,24,7,82,62,32,,29.12043956
Jun-15,1,no,G,5,24,8,46,86,23,,44.18144407
Jun-15,1,no,G,5,24,9,89,107,18,,17.02938637
Jun-15,1,no,G,5,24,10,89,107,19,,17.02938637
Jun-15,1,no,G,5,24,11,89,107,21,,17.02938637
Jun-15,1,no,G,5,24,12,93,111,20,,21.21320344
Jun-15,1,no,G,5,24,13,63,66,20,,36.12478374
Jun-15,1,no,G,5,24,14,77,97,29,,14.76482306
Jun-15,1,no,G,5,24,15,86,112,29,,22.36067977
Jun-15,1,no,G,5,24,16,102,108,21,,21.63330765
Jun-15,1,no,G,5,24,17,115,92,35,,25.07987241
Jun-15,1,no,G,5,24,18,52,31,18,,70.17834424
Jun-15,1,no,G,6,32,1,42,21,43,,84.05355436
Jun-15,1,no,G,6,32,2,85,118,22,,28.44292531
Jun-15,1,no,G,6,32,3,83,106,11,,17.4642492
Jun-15,1,no,G,6,32,4,82,101,24,,13.60147051
