Run,Plot,Infection,G/S,Check,Time,Individual,X,Y,Z,location,horizontal
Jun-15,1,no,G,6,32,5,86,105,25,,15.5241747
Jun-15,1,no,G,6,32,6,88,105,25,,15.13274595
Jun-15,1,no,G,6,32,7,80,95,19,,11.18033989
Jun-15,1,no,G,6,32,8,79,68,29,,24.59674775
Jun-15,1,no,G,6,32,9,82,66,31,,25.29822128
Jun-15,1,no,G,6,32,10,46,85,46,,44.28317965
Jun-15,1,no,G,6,32,11,83,121,23,,31.78049716
Jun-15,1,no,G,6,32,12,20,12,16,,104.8045801
Jun-15,1,no,G,6,32,13,47,23,42,,79.61155695
Jun-15,1,no,G,6,32,14,89,108,11,,18.02775638
Jun-15,1,no,G,6,32,15,77,60,17,,32.69556545
Jun-15,1,no,G,6,32,16,97,51,24,,39.62322551
Jun-15,1,no,G,6,32,17,59,69,24,,37.44329045
Jun-15,1,no,G,7,40,1,85,124,34,,34.36568055
Jun-15,1,no,G,7,40,2,42,19,51,,85.70297544
Jun-15,1,no,G,7,40,3,82,108,23,,19.6977156
Jun-15,1,no,G,7,40,4,86,108,15,,18.43908891
Jun-15,1,no,G,7,40,5,91,50,21,,40.01249805
Jun-15,1,no,G,7,40,6,82,59,13,,32.01562119
Jun-15,1,no,G,7,40,7,88,107,8,,17.11724277
Jun-15,1,no,G,7,40,8,95,107,29,,17.72004515
Jun-15,1,no,G,7,40,9,137,67,17,,52.32590181
Jun-15,1,no,G,7,40,10,29,13,27,,98.23441352
Jun-15,1,no,G,7,40,11,105,115,24,,29.15475947
Jun-15,1,no,G,7,40,12,47,91,28,,43.01162634
Jun-15,1,no,G,7,40,13,90,56,22,,34
Jun-15,1,no,G,7,40,14,84,66,38,,24.73863375
Jun-15,1,no,G,7,40,15,54,19,2,,79.60527621
Jun-15,1,no,G,7,40,16,85,93,17,,5.830951895
Jun-15,1,no,G,8,64,1,37,139,32,,72.18032973
Jun-15,1,no,G,8,64,2,58,142,23,,61.05735009
Jun-15,1,no,G,8,64,3,16,155,37,,98.49365462
Jun-15,1,no,G,8,64,4,59,127,10,,48.27007354
Jun-15,1,no,G,8,64,5,19,15,22,,103.2763284
Jun-15,1,no,G,8,64,6,86,109,22,,19.41648784
Jun-15,1,no,G,8,64,7,45,69,49,,49.65883607
Jun-15,1,no,G,8,64,8,102,113,17,,25.94224354
Jun-15,1,no,G,8,64,9,87,66,23,,24.18677324
Jun-15,1,no,G,8,64,10,156,130,32,,77.17512553
Jun-15,1,no,G,8,64,11,71,67,26,,29.83286778
Jun-15,1,no,G,8,64,12,38,19,50,,88.00568163
Jun-15,1,no,G,8,64,13,137,67,0,,52.32590181
Jun-15,1,no,G,8,64,14,95,59,19,,31.40063694
Jun-15,1,no,G,8,64,15,37,142,31,,74.24957912
Jun-15,1,no,G,8,64,16,129,0,0,,98.08669635
