mxy,mt,Deff,R2,AIC,sigma
20,8,10.307240893262549,0.718529494736468,-469.36391683747695,0.03739213216540797
20,9,10.18041833774495,0.705683524111926,-244.88455968275815,0.0374747487509477
20,10,10.128362484440206,0.6971908515300029,-43.88565690424207,0.03809045481035806
20,11,10.095888949520969,0.6911173866541753,68.48040346324771,0.038300789418755386
20,12,10.064915715596578,0.6906406228235531,209.6043207102727,0.037232737898000585
20,13,10.028183527941406,0.6908183525658569,266.4859125593837,0.03540784347676252
20,14,10.005200816042063,0.6945918615478028,373.9139724312891,0.03266100155171234
20,15,10.005163435690886,0.6956713228795639,416.42767353295187,0.030353626269169837
20,16,10.041344616342842,0.6977674729585913,534.9432353459681,0.028433524086775453
20,17,10.094772962518515,0.6961250683418914,587.5408291365115,0.02736335413529768
20,18,10.165420350092818,0.6934420896206515,642.4461615148773,0.026835901823166544
20,19,10.245914009826972,0.6900861139452019,696.7872607924081,0.02672184543872418
20,20,10.331345324885131,0.6895142535320173,822.1915080495102,0.02669943649995791
